number;name;address;position;banking;bonus;status;Contract Name;Bike Stands;Available Bike Stands;Available Bikes;Last Update
1297;1297- ST FÉRRÉOL DAVSO;ST FERREOL DAVSO - RUE FRANCIS DAVSO ANGLE RUE SAINT FERREOL;43.293485736186526, 5.378423799723321;True;False;OPEN;marseille;9;0;0;2022-04-06T09:24:35+02:00
50024;50024 - CER24 - CROIX PETIT;Rue des petits prés  95000 CERGY;49.038058, 2.070534;False;False;OPEN;cergy-pontoise;18;18;0;2025-05-27T08:25:23+02:00
24;24 - HANGAR 108;Allée Jean de Béthencourt devant LE HANGAR 108 76100 ROUEN;49.441286, 1.07176;True;False;OPEN;rouen;40;40;0;2023-05-12T09:00:49+02:00
1011;01011 - BORNE TEST NANTES 1;Borne test 1;47.19504, -1.5575;False;False;OPEN;nantes;0;0;0;2022-05-23T16:41:50+02:00
2179;2179-QUAI DU PORT;QUAI DU PORT - 148 QUAI DU PORT;43.295414354264665, 5.36552550703358;True;False;OPEN;marseille;15;0;0;2022-10-31T08:26:21+01:00
5024;5024-BAILLE PAURIOL;BAILLE PAURIOL - 114 BOULEVARD BAILLE ANGLE RUE PAURIOL;43.287814455889425, 5.391331392803749;True;False;CLOSED;marseille;7;7;0;2022-12-19T11:08:29+01:00
3322;3322 - ARENC CHANTERAC;32 rue de Chanterac 13003 Marseille;43.3123370339008, 5.3687418043728;True;False;OPEN;marseille;20;13;7;2022-09-14T09:57:09+02:00
3321;3321 - BELLE DE MAI FRICHE;BELLE DE MAI FRICHE - ANGLE RUE GUIBAL ET RUE JOBIN;43.30958891338201, 5.39024943158741;True;False;OPEN;marseille;15;0;0;2022-09-19T08:08:18+02:00
27;27 - P+R MONT RIBOUDET;;49.448589, 1.064651;True;False;OPEN;rouen;30;30;0;2023-07-03T12:00:53+02:00
4293;4293- BLANCARDE;BLANCARDE - GARE DE LA BLANCARDE;43.29626340517055, 5.406000803377506;True;False;OPEN;marseille;14;0;0;2022-09-26T13:14:57+02:00
1316;1316 -ST CHARLES FACULTÉ;SAINT CHARLES FACULTE - BOULEVARD GUSTAVE DESPLACES ANGLE AVENUE DU GENERAL LECLERC;43.304244359587024, 5.378292250179226;True;True;OPEN;marseille;15;0;0;2022-10-24T13:20:24+02:00
6;06- CHU - RUE DE GERMONT;DEVANT N° 6 RUE EDOUARD ADAM;49.441201188322225, 1.105985502540096;True;False;CLOSED;rouen;15;15;0;2023-07-03T11:29:54+02:00
1002;1002-HOTEL DE VILLE;HOTEL DE VILLE - Face au 42 QUAI DU PORT;43.2961387765145, 5.3707713851323;True;False;OPEN;marseille;32;0;0;2022-10-17T08:06:42+02:00
3320;3320 - BELLE DE MAI CADENAT;BELLE DE MAI CADENAT - PLACE BERNARD CADENAT;43.31181964585524, 5.387375678428276;True;False;OPEN;marseille;15;0;0;2022-10-25T08:18:37+02:00
8308;8308-PRADO LATIL;PRADO LATIL - 247 AVENUE DU PRADO;43.274352269730755, 5.390405906592448;True;False;CLOSED;marseille;10;0;0;2022-12-19T14:24:27+01:00
500;500 - IT PLAISIR;;48.799828, 1.946855;False;False;OPEN;jcdecauxbike;1;0;1;2022-08-30T17:30:02+02:00
9074;9074-MICHELET LUCE;MICHELET LUCE - ANGLE BOULEVARD MICHELET ET BOULEVARD LUCE;43.25850879475187, 5.398913930872658;True;False;OPEN;marseille;14;14;0;2022-10-31T09:29:32+01:00
2;02 - HOPITAL INTERCOMMUNAL (CHIC);AVENUE DE VERDUN;48.796173633089616, 2.46370624551545;True;False;OPEN;creteil;22;9;4;2023-12-09T10:24:02+01:00
7026;7026-CATALANS CORNICHE;CATALANS CORNICHE - 69 CORNICHE J.F. KENNEDY ANGLE RUE DES CATALANS;43.28985620147398, 5.355962903211387;True;False;OPEN;marseille;17;0;0;2022-10-11T08:10:16+02:00
5284;5284 - BAILLE-HOPITAL-CONCEPTION;BAILLE HOPITAL CONCEPTION - BOULEVARD BAILLE FACE A L'ENTREE PRINCIPALE DE L'HOPITAL DE LA CONCEPTION;43.28936342586655, 5.39631317835792;True;False;OPEN;marseille;13;0;0;2022-11-21T10:11:46+01:00
1230;1230-ROOSEVELT - REFORMES;ROOSEVELT REFORMES - 7 COURS FRANKLIN ROOSEVELT;43.29908095432929, 5.38661231791721;True;False;CLOSED;marseille;10;0;0;2022-12-19T15:54:16+01:00
54000;54000 - TEST IT;;48.799887, 1.947001;False;False;OPEN;nancy;1;1;0;2022-11-28T09:30:36+01:00
2304;2304 - RÉPUBLIQUE MOISSON;REPUBLIQUE MOISSON - RUE DE LA REPUBLIQUE ANGLE RUE FRANCOIS MOISSON;43.30179774806541, 5.369716218117023;True;False;CLOSED;marseille;10;10;0;2022-12-19T12:02:42+01:00
80;80 - BORNE AMIENS;;49.4865475, 1.022504;False;False;OPEN;jcdecauxbike;1;0;0;2023-10-04T16:48:06+02:00
8093;8093-HAMBOURG ROND POINT GUERRE;HAMBOURG RONT POINT GUERRE - BOULEVARD DE HAMBOURG ANGLE ROND POINT PIERRE GUERRE;43.249867874570256, 5.389411648303773;True;False;OPEN;marseille;15;0;0;2022-11-22T10:22:19+01:00
1346;1346- REPUBLIQUE COUTELLERIE;REPUBLIQUE COUTELLERIE - RUE DE LA REPUBLIQUE ANGLE RUE DE LA COUTELLERIE;43.296824934966864, 5.373860886192452;True;False;OPEN;marseille;8;2;5;2022-12-18T20:22:58+01:00
14;014_ATILANO RODRIGUEZ;Atilano Rodriguez (aprox Paseo Pereda y San Fernando);43.4583838909468, -3.8104683913313;True;False;OPEN;santander;30;30;0;2023-12-19T07:18:20+01:00
4057;4057-PLACE SEBASTOPOL;PLACE SEBASTOPOL - 20 PLACE SEBASTOPOL;43.298680879912176, 5.397216233775408;True;False;OPEN;marseille;10;0;0;2022-11-02T10:05:43+01:00
5107;5107-BAILLE CONCEPTION;BAILLE CONCEPTION  - 145 BOULEVARD BAILLE;43.28872669088929, 5.39403885378465;True;False;CLOSED;marseille;13;9;1;2022-12-19T10:48:58+01:00
14;14- BALZAC - BOULEVARD DE L' EUROPE;BOULEVARD DE L' EUROPE;49.42582345143276, 1.087912810909562;True;False;OPEN;rouen;14;0;0;2023-01-10T11:09:58+01:00
5103;5103-RUE GEORGES;RUE GEORGES - 28 RUE GEORGES;43.29748821146523, 5.397731278573822;True;True;CLOSED;marseille;15;15;0;2022-12-19T11:34:17+01:00
1344;1344 - FLAMMARION NATIONAL;FLAMMARION NATIONAL - BOULEVARD CAMILLE FLAMMARION ANGLE BOULEVARD NATIONAL;43.30353946127941, 5.386356771062651;True;False;CLOSED;marseille;7;0;0;2022-12-19T16:12:22+01:00
511;511 - TEST DSI FRANCE;;48.799802, 1.946661;False;False;OPEN;lillestrom;1;0;1;2023-12-06T14:47:45+01:00
8202;8202-397 PRADO;397 PRADO - 397 AVENUE DU PRADO;43.26869900851042, 5.385552216536626;True;False;CLOSED;marseille;13;10;0;2022-12-19T11:51:21+01:00
10;10- PLACE CARNOT;COURS CLEMENCEAU;49.4336973759198, 1.09090294278958;True;False;OPEN;rouen;15;15;0;2023-07-03T12:57:56+02:00
13;013_CALLE DE SAN FERNANDO;Calle de San Fernando (Aprox. Paseo del Alameda);43.4607255432349, -3.81797824491875;True;False;CLOSED;santander;25;25;0;2024-01-17T07:32:08+01:00
8261;8261- 318 MAZARGUES;318 MAZARGUES - FACE AU 318 AVENUE DE MAZARGUES;43.260699609117914, 5.393973899334583;True;False;OPEN;marseille;15;0;0;2022-11-14T11:20:16+01:00
1;01 - THEATRE DES ARTS;DEVANT N°7 BIS RUE JEANNE D'ARC;49.4395241490918, 1.08880494987062;True;False;CLOSED;rouen;25;2;0;2023-07-03T09:57:37+02:00
29;29 - PONT GUILLAUME;Quai Cavelier de la Salle angle avenue Jean Rondeau;49.438927, 1.08062;True;False;OPEN;rouen;15;15;0;2023-06-30T08:28:29+02:00
17;17- SAINT CLEMENT;RUE LECUYER ANGLE RUE LETHUILLIER PINEL;49.42576540125409, 1.076303569768087;True;False;CLOSED;rouen;15;15;0;2023-07-03T11:27:21+02:00
511;00511 - PLAISIR DSI;;48.7998343395716, 1.94656723572685;False;False;OPEN;toyama;1;1;0;2024-09-23T16:22:42+02:00
1;001_JARDINES DE PEREDA;Jardines de Pereda (Aprox. Correos y Castelar);43.461719, -3.8021;True;False;CLOSED;santander;40;36;4;2024-01-17T09:29:16+01:00
3091;3091 - HOPITAL NEUROLOGIQUE;54 BVD PINEL;45.748286, 4.896975;False;False;OPEN;lyon;20;0;0;2023-11-14T08:51:56+01:00
19;19 - LES TROIS ROIS;Rue Jacques Preiss angle rue des Rabbins;47.74409332327696, 7.333486550613367;False;False;OPEN;mulhouse;14;0;0;2025-02-06T14:13:17+01:00
20;20 - AUBERGE DE JEUNESSE;ROUTE DE DARNETAL;49.441452231089485, 1.120087272683398;True;False;OPEN;rouen;15;14;0;2023-06-30T20:31:52+02:00
913;913 - PLAGE DES DAMES;36 Promenade du grand large 13008;43.240392, 5.362533;False;False;OPEN;marseille;21;0;0;2022-11-30T08:05:51+01:00
36;36 - MUSEE DE L'AUTO;RUE DE LA MERTZAU  MULHOUSE;47.75986276611346, 7.332262051959153;False;False;OPEN;mulhouse;15;0;0;2025-02-17T14:02:02+01:00
1012;01012 - BORNE TEST NANTES 2;CREATION STATION TEST NANTES 2;47.195299, -1.557559;False;False;OPEN;nantes;7;6;0;2024-05-03T12:04:54+02:00
12;012_CALLE ALTA;Calle Alta (Aprox. Mercado de México);43.4579662522228, -3.82480124234961;True;False;CLOSED;santander;15;15;0;2024-01-17T06:26:32+01:00
41;#41-STATION SOLAIRE;"Site KM0, 30 Rue François Spoerry
               Mulhouse";47.738964, 7.328609;False;False;OPEN;mulhouse;18;0;0;2025-03-25T10:03:58+01:00
4;004_CORMORÁN;Cormoran (Aprox. C/ de Manuel García Lago);43.4784718110308, -3.78865314567001;True;False;CLOSED;santander;20;20;0;2024-01-17T10:09:26+01:00
234;234_CALLE MÉDICOS SIN FRONTERA;CALLE MÉDICOS SIN FRONTERA - Aprox. Avda de las Ciencias;37.3999401269442, -5.92516396433934;False;False;OPEN;seville;14;3;11;2024-08-28T04:38:05+02:00
28;28 - SCHUMAN LEFEB;Face 113 Avenue Robert Schuman angle Rue lefebvre;47.756465, 7.348388;False;False;CLOSED;mulhouse;15;15;0;2025-03-26T12:46:58+01:00
8;08- SAINT MARC;RUE ARMAND CARREL;49.43811211136788, 1.100852281910646;True;False;CLOSED;rouen;20;0;0;2023-07-03T11:23:49+02:00
1301;1301- ST CHARLES MARSEILLAISES;SAINT CHARLES MARSEILLAISES - PLACE DES MARSEILLAISES ANGLE RUE PHILIPPE DE GIRARD;43.301510278747365, 5.379895702048497;True;True;CLOSED;marseille;19;19;0;2022-12-20T09:21:33+01:00
1;01 - PARVIS DE LA GARE (CB);Avenue du Général Leclerc;47.742424, 7.342152;True;False;CLOSED;mulhouse;40;39;0;2025-03-26T07:18:54+01:00
7;07- AVENUE DU DOCTEUR PAUL CASALIS;Avenue du docteur Paul Casalis;48.78021352952279, 2.469692230994849;True;False;OPEN;creteil;20;17;2;2024-05-20T07:45:21+02:00
4;004 - GARE DE NAMUR;004 - GARE DE NAMUR - PLACE DE LA STATION / GARE;50.4683, 4.86266;True;False;CLOSED;namur;26;0;0;2023-03-09T11:09:23+01:00
304;304 - ARAUCARIA;ARAUCARIA - AV DES CROIX DE FEU DEV 221C;50.893497, 4.363297;False;False;OPEN;Bruxelles-Capitale;25;0;0;2025-04-28T07:16:31+02:00
16;16-ILE LACROIX;AVENUE JACQUES CHASTELLAIN - PARKING DE LA PATINOIRE;49.431521256315975, 1.102925918082832;True;False;CLOSED;rouen;20;20;0;2023-07-03T12:46:05+02:00
5;05- HOTEL DE VILLE;RUE DE L HOPITAL;49.44250558644192, 1.098266338219107;True;False;CLOSED;rouen;20;20;0;2023-07-03T11:30:37+02:00
56104;56104 - ERA04 - LA CHALLE (CB);PLACE DE LA CHALLE ANGLE RUE DE LA CHALLE ORANGE 95600 - ERAGNY;49.017696834806, 2.09941681180915;False;False;CLOSED;cergy-pontoise;23;22;0;2025-06-13T16:03:16+02:00
1;01 - LATTRE DE TASSIGNY;AVENUE DU MARECHAL DE LATTRE DE TASSIGNY;48.7988350967829, 2.45387633773323;True;False;OPEN;creteil;26;26;0;2024-05-20T07:41:59+02:00
16;16 - PLACE FRANKLIN;Rue Engel Dollfus dans le prolongement de la rue de la Filature;47.751456, 7.33392;False;False;CLOSED;mulhouse;11;11;0;2025-03-27T13:55:09+01:00
10049;10049 - BORNE TEST A. THOMAS;Borne test Albert Thomas;45.7481858411998, 4.86445471733799;True;False;OPEN;lyon;4;0;0;2025-05-26T15:22:43+02:00
82;082 - PANNENHUIS;"PANNENHUIS - RUE CHARLES DEMEER/CHARLES DEMEERSTRAAT  71
Fermée pour travaux Stib";50.872811, 4.341149;False;False;OPEN;Bruxelles-Capitale;20;0;0;2024-02-28T10:01:53+01:00
15;015_AV.DE LOS CASTROS 141;Cerca de borna 7;43.465323, -3.825767;True;False;CLOSED;santander;15;15;0;2024-01-17T13:27:07+01:00
501;ALMEDALEN;;57.637984, 18.287735;True;False;OPEN;lund;6;1;3;2022-07-06T15:53:26+02:00
68;68 - MULHOUSE;"48,797631
1,963525";47.761696, 7.331624;True;False;OPEN;jcdecauxbike;2;0;2;2024-06-25T08:57:01+02:00
6;006_FACULDAD DE CIENCIAS;Facultad de las Ciencias (Aprox. Glorieta de los Delfines);43.4711061117108, -3.80058645890079;True;False;OPEN;santander;25;25;0;2023-12-18T10:45:16+01:00
4111;4111-FOCH FAYOLLE;FOCH FAYOLLE - ANGLE AVENUE MARECHAL FOCH ET RUE MARECHAL FAYOLLE;43.301185515493664, 5.398630311705657;True;False;OPEN;marseille;20;19;0;2022-09-19T07:37:01+02:00
13;13- SAINT SEVER;PLACE SAINT SEVER;49.430880514851474, 1.086095305349564;True;False;CLOSED;rouen;20;19;0;2023-07-03T13:08:12+02:00
5;05 - GENERAL LECLERC / BARRAGE;144 RUE DU GENERAL LECLERC;48.7868389124326, 2.46856657248876;True;False;OPEN;creteil;18;14;4;2024-04-10T03:05:51+02:00
5060;5060-SAKAKINI CHAVE;SAKAKINI CHAVE - 236 BOULEVARD CHAVE EN DIRECTION DE SAKAKINI;43.29570956843267, 5.399877070301781;True;False;OPEN;marseille;12;12;0;2022-09-13T07:45:06+02:00
341;341 - VOOT;VOOT - BD DE LA WOLUWE DVT 58;50.840942, 4.436529;False;False;OPEN;Bruxelles-Capitale;23;0;0;2024-07-30T09:21:29+02:00
35;35 - EUROPE;Rue du Capitaine Dreyfus angle Bd de l'Europe;47.75269193786139, 7.346458858175643;False;False;CLOSED;mulhouse;14;14;0;2025-04-02T13:53:03+02:00
12;12- PLACE DES COTONNIERS;PLACE DES COTONNIERS;49.43087671678897, 1.081412105910482;True;False;OPEN;rouen;20;20;0;2022-06-30T10:38:00+02:00
109;109_AVENIDA SAN FRANCISCO JAVIER;AVENIDA SAN FRANCISCO JAVIER - Aprox. C/ Camilo José Cela;37.3798841360913, -5.97438277001159;False;False;OPEN;seville;15;15;0;2023-10-02T06:36:41+02:00
52;052 - SAINCTELETTE;SAINCTELETTE - PLACE SAINCTELETTE/SAINCTELETTEPLEIN;50.859212, 4.34551;False;False;OPEN;Bruxelles-Capitale;35;25;0;2024-04-29T12:27:09+02:00
8053;8053-PRADO - PERIER;PRADO PERIER - 127 AVENUE DU PRADO;43.27974214607358, 5.387431047255536;True;False;OPEN;marseille;13;9;4;2022-09-26T12:42:02+02:00
8;08 - ROND POINT HOTEL DE VILLE;Avenue de la France Libre;48.7773524472175, 2.45537843175518;True;False;OPEN;creteil;34;18;16;2024-04-10T00:07:25+02:00
1;01 - SAINT PIERRE;Rue Eloi Morel angle bd baraban;49.901646, 2.303244;False;False;OPEN;amiens;20;16;0;2025-06-09T09:41:37+02:00
8255;8255-PRADO - PARADIS;PRADO PARADIS - 390 AVENUE DU PRADO;43.26954179693142, 5.386273779435491;True;False;OPEN;marseille;10;0;0;2022-10-10T08:28:41+02:00
31;031_BORNA DE PRUEBA;Borna de prueba;40.3773182, -3.7169293;True;False;CLOSED;santander;3;1;0;2024-01-12T10:00:51+01:00
12;12- AMIENS 2;Bd Alsace Lorraine;49.89223828665915, 2.30769408025555;False;False;OPEN;amiens;18;16;0;2025-06-09T09:59:05+02:00
6177;6177-BAILLE FRIEDLAND;BAILLE FRIEDLAND - BOULEVARD BAILLE ANGLE RUE DE FRIEDLAND;43.2865946021474, 5.38678589001619;True;False;OPEN;marseille;17;0;0;2022-11-07T14:17:00+01:00
217;217_CALLE DE LA A.D.A.;CALLE DE LA A.D.A. - Aprox. C/ Jerusalén;37.3938745054202, -5.96237110682486;False;False;OPEN;seville;15;1;13;2024-08-27T08:44:18+02:00
164;164 - KENNIS;KENNIS - BOULEVARD LAMBERMONT (20 M APRES 284)/LAMBERMONTLAAN   (20 M NA N° 284);50.867643, 4.385817;False;False;OPEN;Bruxelles-Capitale;25;0;0;2025-01-20T01:04:14+01:00
7062;7062-88 CORNICHE - KENNEDY;88 CORNICHE KENNEDY - 88 CORNICHE J.F. KENNEDY;43.284213979400505, 5.349696475467313;True;False;CLOSED;marseille;15;15;0;2022-12-19T11:13:49+01:00
9;09 - EUROPARC;ALLEE FERNAND POUILLON;48.76603756422197, 2.471314855226071;True;False;OPEN;creteil;22;13;7;2024-05-20T07:42:43+02:00
18;18 - CLEMENCEAU;14 AVENUE AUGUSTE WICKY;47.744426, 7.340096;False;False;CLOSED;mulhouse;11;11;0;2025-04-02T09:01:59+02:00
8145;8145-ESCALE BORELY;ESCALE BORELY - ANGLE ESCALE BORELY ET AVENUE BONNEVEINE;43.25505597847173, 5.376413023650641;True;False;OPEN;marseille;20;0;0;2022-11-14T23:14:53+01:00
4;04 - UNIVERSITE - MAIL DES MECHES;Avenue du Général de Gaulle;48.788110780811415, 2.446248652158302;True;False;OPEN;creteil;40;32;4;2024-05-20T07:42:45+02:00
50026;50026 - CER26 - BEAUX SOLEILS;Chaussée Jules César, 95520 Osny;49.051104, 2.069419;False;False;CLOSED;cergy-pontoise;20;19;0;2025-06-11T14:41:48+02:00
2184;2184-REPUBLIQUE-CATHALA;REPUBLIQUE CATHALA - RUE DE LA REPUBLIQUE ANGLE RUE JEAN MARC CATHALA;43.30056201196652, 5.370488134608402;True;False;CLOSED;marseille;9;9;0;2022-12-19T11:44:13+01:00
198;198_CALLE MAR DE ALBORÁN;CALLE MAR DE ALBORÁN - Aprox. C/ Camino de los Toros;37.4204466125689, -5.96795614224353;False;False;OPEN;seville;20;0;0;2024-09-03T07:43:36+02:00
102;102_CALLE JUAN DE MATA CARRIAZO;CALLE JUAN DE MATA CARRIAZO - Aprox. antigua estación San Bernardo;37.38273945636, -5.98372017583988;False;False;OPEN;seville;20;0;0;2025-03-25T09:25:04+01:00
7151;7151-PASTEUR;PASTEUR - 25 AVENUE PASTEUR;43.290716834278136, 5.359258014511654;True;False;OPEN;marseille;16;0;0;2022-11-29T11:12:24+01:00
7038;7038 - PLACE STALINGRAD;Angle Rue de la Guillotiere;45.749622, 4.85299;False;False;OPEN;lyon;13;12;1;2024-07-11T10:10:56+02:00
26;26 - GOERICH;Rue Charles Goerich angle Rue Koechlim-Dolfus;47.7432593602607, 7.32393495955664;False;False;CLOSED;mulhouse;13;13;0;2025-03-27T10:57:30+01:00
2327;2327- RÉPUBLIQUE PLUMIER;REPUBLIQUE PLUMIER - RUE DE LA REPUBLIQUE ANGLE RUE PLUMIER;43.304190155898155, 5.367786407891749;True;False;CLOSED;marseille;10;8;0;2022-12-19T12:24:42+01:00
1000;1000 - TEST BE LYON;1,9567462;45.780403, 4.904869;True;False;OPEN;jcdecauxbike;2;1;0;2024-04-19T07:37:09+02:00
10;10- PALAIS DE JUSTICE;Place D' Aguesseau;49.8933588618336, 2.301314220716614;False;False;OPEN;amiens;20;0;0;2025-04-22T08:08:11+02:00
9260;9260- MAZARGUES - ALMERAS;MAZARGUES ALMERAS - ANGLE AVENUE DE MAZARGUES ET IMPASSE ALMERAS;43.25096285100345, 5.39517783172075;True;False;OPEN;marseille;13;0;0;2022-12-15T08:27:07+01:00
181;181_RONDA URBANA NORTE;RONDA URBANA NORTE - Aprox. C/ Doctor Fedriani;37.413444, -5.982377;False;False;OPEN;seville;20;4;15;2024-11-18T06:46:15+01:00
141;#00141-RUE DU PONT BERELDANGE;Rue du Pont 117 x Route de Luxembourg;49.649839, 6.127978;False;False;OPEN;luxembourg;20;0;0;2025-05-28T07:41:35+02:00
8270;8270 - RABATAU ST JOSEPH;43 boulevard Rabatau;43.274742, 5.394318;True;False;CLOSED;marseille;20;0;0;2022-12-19T15:15:20+01:00
6;06 - AVENUE DE LA BRECHE;AVENUE DE LA BRECHE;48.78350102672993, 2.454576358402657;True;False;OPEN;creteil;24;17;6;2024-05-20T07:43:02+02:00
50013;50013 - CER13 - ROND-POINT DES RAIES;ALLÉE DU BELVÉDÈRE ANGLE ROND POINT DES RAIES - 95000 CERGY;49.044831, 2.053462;False;False;CLOSED;cergy-pontoise;20;20;0;2025-06-09T16:49:22+02:00
9085;9085-SCHLOESING TEISSERE;SCHLOESSING TEISSERE - ANGLE BOULEVARD SCHLOESSING ET RUE RAYMOND TEISSERE;43.2693522531282, 5.402740962235228;True;False;CLOSED;marseille;16;0;0;2022-12-19T16:04:42+01:00
7;07 - MAIRIE;Av du Président Kennedy angle rue Pierre et Marie Curie devant Credit Mutuel;47.74941110084169, 7.335779025655298;False;False;OPEN;mulhouse;15;0;0;2025-02-18T10:46:40+01:00
11;11- PORT D' AMONT;Bd Du Port D' Amont;49.89557785209512, 2.306191079777315;False;False;OPEN;amiens;20;0;0;2025-06-06T10:06:37+02:00
8257;8257-RABATAU - TEISSEIRE;RABATAU TEISSEIRE - ANGLE BOULEVARD RABATAU ET FACE AU 68 RUE RAYMOND TEISSEIRE;43.27524269246836, 5.396409806138883;True;False;CLOSED;marseille;15;11;0;2022-12-20T08:26:24+01:00
50009;50009 - CER09 - RUE DU BRULOIR;88, RUE DU BRÛLOIR ANGLE RUE DES TOULEUSES POURPRES - 95000 CERGY;49.027239, 2.077178;False;False;OPEN;cergy-pontoise;11;6;4;2024-12-16T10:12:44+01:00
25;25- LA HOTOIE;Bd des Fédérés;49.896862536806346, 2.282867747579433;False;False;OPEN;amiens;20;19;0;2025-06-27T10:37:46+02:00
1302;1302-COLBERT -SAINTE BARBE;COLBERT SAINTE BARBE - RUE COLBERT ANGLE RUE SAINTE BARBE;43.29924603474944, 5.374740047327954;True;False;CLOSED;marseille;11;0;0;2022-12-20T08:34:07+01:00
34;034 - ROGIER;034 - ROGIER - RUE ROGIER / RUE NAMECHE;50.46735, 4.86872;False;False;OPEN;namur;16;0;0;2025-01-22T08:04:34+01:00
50002;50002 - CER02 - AVENUE DU HAZAY;Avenue du Hazay angle rue de la Destinée - 95000 CERGY;49.046868, 2.01362;False;False;CLOSED;cergy-pontoise;24;24;0;2025-06-11T14:42:49+02:00
6254;6254-ROME - BERLIOZ - ITALIE;ROME ITALIE BERLIOZ - FACE AU 10 RUE BERLIOZ;43.28892000857008, 5.383105742132375;True;False;CLOSED;marseille;15;9;0;2022-12-19T15:11:56+01:00
20;20 - FILATURE;Allee Nathan Katz Parvis de la Filature;47.753533915217425, 7.348462912266421;False;False;OPEN;mulhouse;12;0;0;2025-02-19T08:21:34+01:00
50005;50005 - CER05 - MOULIN A VENT;AVENUE DU HAZAY ANGLE RUE DE L'AISSELETTE - 95000 CERGY;49.049401, 2.017075;False;False;CLOSED;cergy-pontoise;20;20;0;2025-06-11T14:43:19+02:00
19;19 - JARDIN DES PLANTES;Avenue des Martyrs de la Résistance angle rue de la mare au parc;49.42174920022087, 1.079707617664568;True;False;CLOSED;rouen;15;15;0;2023-07-03T11:25:38+02:00
24;24 - TIVOLI;Rue de Tivoli angle Bd Wallack;47.74305508622176, 7.347364171170129;False;False;OPEN;mulhouse;13;13;0;2025-02-04T09:31:27+01:00
56101;56101 - ERA01 - LA DANNE;BOULEVARD CHARLES DE GAULLE ANGLE BOULEVARD JACQUES DUCLOS 95600 - ERAGNY;49.0242104711371, 2.10326750859631;False;False;CLOSED;cergy-pontoise;10;10;0;2025-06-11T14:46:57+02:00
28;28 - BOULINGRIN;;49.446882, 1.106504;True;False;CLOSED;rouen;20;20;0;2023-07-03T11:34:59+02:00
21;21 - FONDERIE (CB);Rue de la Locomotive angle Rue des Monteurs;47.73966, 7.332354;True;False;CLOSED;mulhouse;27;19;7;2025-03-26T07:56:55+01:00
8265;8265- NÉGRESKO - PAULET;NEGRESKO PAULET - FACE AU 42 RUE NEGRESKO;43.269318556371154, 5.389387542314263;True;False;OPEN;marseille;15;0;0;2022-09-27T07:27:48+02:00
25;25 - STATION MOBILE;Palais de Justice;49.442788, 1.091224;True;False;CLOSED;rouen;15;15;0;2023-07-03T07:09:04+02:00
4;04 - PARC SALVATOR;Rue de Metz devant parking Face rue de la SOMME;47.748312192104606, 7.343104706876782;False;False;OPEN;mulhouse;12;0;0;2025-02-18T09:44:57+01:00
4342;4342 - FLAMMARION MONTRICHET;FLAMMARION MONTRICHET - PLACE LE VERRIER ANGLE BD FLAMMARION ET  BD MONTRICHET;43.305993453766845, 5.393678259953781;True;False;OPEN;marseille;10;0;0;2022-09-13T07:58:01+02:00
1001;1001 - BORNE TEST DÉPÔT NAMUR;Borne de test du dépôt Libia Vélo Namur;50.4773882, 4.8419898;False;False;OPEN;namur;1;0;1;2024-04-05T08:44:23+02:00
37;37 - TUNNEL;CHATEAU ZU-RHEIN MULHOUSE;47.74329631548472, 7.315494395852651;False;False;CLOSED;mulhouse;12;12;0;2025-03-27T10:42:30+01:00
6176;6176-CANTINI ROUET;CANTINI ROUET - FACE AU 27 AVENUE JULES CANTINI;43.284775983612235, 5.385593763617925;True;False;OPEN;marseille;24;24;0;2022-09-06T14:32:17+02:00
2039;2039 - CHARITÉ / RÉCAMIER;86 RUE DE LA CHARITE;45.749257, 4.82984;False;False;CLOSED;lyon;17;0;0;2024-01-24T12:07:25+01:00
14;14 - SCHUMANN;Av Robert Schuman angle Rue de Stalingrad;47.75243, 7.342944;False;False;CLOSED;mulhouse;18;18;0;2025-03-26T11:40:13+01:00
1245;1245-GAMBETTA - LAFAYETTE;GAMBETTA LAFAYETTE - 6 ALLEES LEON GAMBETTA;43.29902793826475, 5.381500046726694;True;False;OPEN;marseille;15;0;0;2022-10-03T08:32:43+02:00
34;034_PLAZA PUMAREJO;PLAZA PUMAREJO - Aprox. Calle San Luis;37.4010275275745, -5.98857820341386;False;False;OPEN;seville;15;0;0;2025-01-28T08:49:47+01:00
3035;3035 - PHILOMENE MAGNIN;;45.752453, 4.858785;True;False;CLOSED;lyon;24;0;0;2025-03-26T08:31:59+01:00
7153;7153-CORSE ST MAURICE;CORSE SAINT MAURICE - 28 AVENUE DE LA CORSE ANGLE RAMPE SAINT MAURICE;43.28946760889984, 5.36370990786361;True;False;OPEN;marseille;10;0;0;2022-10-10T09:10:37+02:00
23;23 - HASENRAIN;Avenue d'Altkirch entrée hopital;47.736019, 7.332088;False;False;CLOSED;mulhouse;15;10;5;2025-03-26T07:59:02+01:00
2;02 - REPUBLIQUE (CB);3 Place de la République;47.7459607192146, 7.34141256758124;True;False;CLOSED;mulhouse;14;14;0;2025-04-08T07:57:00+02:00
1287;1287- STALINGRAD - RÉFORMÉS;STALINGRAD REFORMES - SQUARE STALINGRAD;43.29952097558015, 5.385047448641554;True;False;OPEN;marseille;17;0;0;2022-10-04T08:19:03+02:00
